track type=wiggle_0 name="Brain Cortex" description="Brain Cortex"
#bedGraph section chr20:4205317-4698410
chr20	4681268	4686392	0
chr20	4686392	4686409	1
chr20	4686409	4686411	2
chr20	4686411	4686426	3
chr20	4686426	4686430	4
chr20	4686430	4686434	6
chr20	4686434	4686439	9
chr20	4686439	4686441	13
chr20	4686441	4686449	16
chr20	4686449	4686451	17
chr20	4686451	4686456	23
chr20	4686456	4686463	25
chr20	4686463	4686464	31
chr20	4686464	4686466	32
chr20	4686466	4686468	33
chr20	4686468	4686470	32
chr20	4686470	4686471	35
chr20	4686471	4686472	52
chr20	4686472	4686473	57
chr20	4686473	4686474	65
chr20	4686474	4686475	76
chr20	4686475	4686476	81
chr20	4686476	4686477	88
chr20	4686477	4686478	92
chr20	4686478	4686479	103
chr20	4686479	4686480	104
chr20	4686480	4686481	121
chr20	4686481	4686483	138
chr20	4686483	4686484	139
chr20	4686484	4686485	143
chr20	4686485	4686486	145
chr20	4686486	4686487	147
chr20	4686487	4686488	146
chr20	4686488	4686490	150
chr20	4686490	4686491	155
chr20	4686491	4686493	158
chr20	4686493	4686496	161
chr20	4686496	4686499	163
chr20	4686499	4686502	164
chr20	4686502	4686503	163
chr20	4686503	4686504	164
chr20	4686504	4686505	170
chr20	4686505	4686506	171
chr20	4686506	4686508	169
chr20	4686508	4686509	96
chr20	4686509	4686510	99
chr20	4686510	4686511	97
chr20	4686511	4686512	104
chr20	4686512	4686691	0
chr20	4686691	4686704	1
chr20	4686704	4686717	2
chr20	4686717	4686733	3
chr20	4686733	4686736	8
chr20	4686736	4687510	0
chr20	4687510	4687586	5
chr20	4687586	4687654	0
chr20	4687654	4687689	5
chr20	4687689	4687730	7
chr20	4687730	4687763	2
chr20	4687763	4687765	4
chr20	4687765	4687816	2
chr20	4687816	4687839	9
chr20	4687839	4687892	7
chr20	4687892	4687895	0
chr20	4687895	4687971	2
chr20	4687971	4688056	0
chr20	4688056	4688061	1
chr20	4688061	4688132	8
chr20	4688132	4688137	7
chr20	4688137	4688224	0
chr20	4688224	4688300	1
chr20	4688300	4688734	0
chr20	4688734	4688810	1
chr20	4688810	4689054	0
chr20	4689054	4689073	12
chr20	4689073	4689389	0
chr20	4689389	4689464	1
chr20	4689464	4690016	0
chr20	4690016	4690092	6
chr20	4690092	4690210	0
chr20	4690210	4690286	6
chr20	4690286	4690775	0
chr20	4690775	4690851	3
chr20	4690851	4690933	0
chr20	4690933	4691009	6
chr20	4691009	4691064	0
chr20	4691064	4691099	3
chr20	4691099	4691111	7
chr20	4691111	4691140	13
chr20	4691140	4691169	10
chr20	4691169	4691175	13
chr20	4691175	4691187	9
chr20	4691187	4691200	3
chr20	4691200	4691245	7
chr20	4691245	4691255	4
chr20	4691255	4691275	7
chr20	4691275	4691276	6
chr20	4691276	4691278	3
chr20	4691278	4691331	7
chr20	4691331	4691354	4
chr20	4691354	4691384	0
chr20	4691384	4691460	1
chr20	4691460	4691515	0
chr20	4691515	4691591	3
chr20	4691591	4692035	0
chr20	4692035	4692036	1
chr20	4692036	4692083	2
chr20	4692083	4692111	4
chr20	4692111	4692159	2
chr20	4692159	4692359	0
chr20	4692359	4692435	5
chr20	4692435	4692648	0
chr20	4692648	4692716	8
chr20	4692716	4692724	9
chr20	4692724	4692777	1
chr20	4692777	4692792	5
chr20	4692792	4692817	4
chr20	4692817	4692853	12
chr20	4692853	4692893	8
chr20	4692893	4692896	0
chr20	4692896	4692972	6
chr20	4692972	4692994	0
chr20	4692994	4693070	1
chr20	4693070	4693077	0
chr20	4693077	4693089	7
chr20	4693089	4693091	10
chr20	4693091	4693143	11
chr20	4693143	4693153	17
chr20	4693153	4693165	10
chr20	4693165	4693182	6
chr20	4693182	4693219	7
