track type=wiggle_0 name="Brain Cereb" description="Brain Cerebellum"
#bedGraph section chr20:4187302-4688745
chr20	4686048	4686122	2
chr20	4686122	4686124	1
chr20	4686124	4686262	0
chr20	4686262	4686318	1
chr20	4686318	4686338	2
chr20	4686338	4686341	1
chr20	4686341	4686343	3
chr20	4686343	4686348	4
chr20	4686348	4686349	5
chr20	4686349	4686351	6
chr20	4686351	4686369	7
chr20	4686369	4686376	8
chr20	4686376	4686377	9
chr20	4686377	4686382	10
chr20	4686382	4686383	12
chr20	4686383	4686384	13
chr20	4686384	4686389	14
chr20	4686389	4686390	16
chr20	4686390	4686391	17
chr20	4686391	4686392	18
chr20	4686392	4686393	19
chr20	4686393	4686394	20
chr20	4686394	4686397	19
chr20	4686397	4686398	20
chr20	4686398	4686399	21
chr20	4686399	4686402	22
chr20	4686402	4686405	24
chr20	4686405	4686406	25
chr20	4686406	4686407	27
chr20	4686407	4686412	28
chr20	4686412	4686415	29
chr20	4686415	4686417	32
chr20	4686417	4686418	31
chr20	4686418	4686420	30
chr20	4686420	4686424	31
chr20	4686424	4686426	30
chr20	4686426	4686427	34
chr20	4686427	4686428	33
chr20	4686428	4686433	35
chr20	4686433	4686434	37
chr20	4686434	4686436	39
chr20	4686436	4686437	43
chr20	4686437	4686438	45
chr20	4686438	4686439	48
chr20	4686439	4686440	49
chr20	4686440	4686441	50
chr20	4686441	4686442	53
chr20	4686442	4686443	54
chr20	4686443	4686444	55
chr20	4686444	4686445	56
chr20	4686445	4686446	55
chr20	4686446	4686448	56
chr20	4686448	4686449	57
chr20	4686449	4686451	62
chr20	4686451	4686454	63
chr20	4686454	4686455	64
chr20	4686455	4686456	67
chr20	4686456	4686457	69
chr20	4686457	4686459	68
chr20	4686459	4686460	71
chr20	4686460	4686461	72
chr20	4686461	4686463	75
chr20	4686463	4686464	83
chr20	4686464	4686466	86
chr20	4686466	4686467	85
chr20	4686467	4686468	91
chr20	4686468	4686469	93
chr20	4686469	4686470	100
chr20	4686470	4686471	119
chr20	4686471	4686472	216
chr20	4686472	4686473	224
chr20	4686473	4686474	238
chr20	4686474	4686475	276
chr20	4686475	4686476	282
chr20	4686476	4686477	296
chr20	4686477	4686478	310
chr20	4686478	4686479	363
chr20	4686479	4686480	389
chr20	4686480	4686481	407
chr20	4686481	4686482	434
chr20	4686482	4686483	438
chr20	4686483	4686484	441
chr20	4686484	4686485	443
chr20	4686485	4686486	460
chr20	4686486	4686487	464
chr20	4686487	4686488	465
chr20	4686488	4686489	487
chr20	4686489	4686490	491
chr20	4686490	4686491	512
chr20	4686491	4686493	514
chr20	4686493	4686494	520
chr20	4686494	4686495	522
chr20	4686495	4686496	525
chr20	4686496	4686497	529
chr20	4686497	4686498	536
chr20	4686498	4686499	550
chr20	4686499	4686500	551
chr20	4686500	4686501	554
chr20	4686501	4686502	557
chr20	4686502	4686503	556
chr20	4686503	4686504	587
chr20	4686504	4686505	592
chr20	4686505	4686506	597
chr20	4686506	4686507	602
chr20	4686507	4686508	604
chr20	4686508	4686509	361
chr20	4686509	4686510	367
chr20	4686510	4686511	372
chr20	4686511	4686512	387
