track type=wiggle_0 name="Brain Amygd" description="Brain Amygdala"
#bedGraph section chr20:4187633-4686467
chr20	4686074	4686116	0
chr20	4686116	4686192	2
chr20	4686192	4686381	0
chr20	4686381	4686405	2
chr20	4686405	4686413	3
chr20	4686413	4686432	4
chr20	4686432	4686433	6
chr20	4686433	4686434	7
chr20	4686434	4686435	9
chr20	4686435	4686436	10
chr20	4686436	4686437	13
chr20	4686437	4686441	14
chr20	4686441	4686445	15
chr20	4686445	4686448	16
chr20	4686448	4686449	17
chr20	4686449	4686451	23
chr20	4686451	4686452	27
chr20	4686452	4686453	29
chr20	4686453	4686457	32
chr20	4686457	4686459	31
chr20	4686459	4686461	37
chr20	4686461	4686463	38
chr20	4686463	4686464	48
chr20	4686464	4686465	51
chr20	4686465	4686467	56
#bedGraph section chr20:4686467-4700099
chr20	4686467	4686468	58
chr20	4686468	4686469	60
chr20	4686469	4686470	69
chr20	4686470	4686471	80
chr20	4686471	4686472	111
chr20	4686472	4686473	117
chr20	4686473	4686474	127
chr20	4686474	4686475	139
chr20	4686475	4686476	143
chr20	4686476	4686477	152
chr20	4686477	4686478	155
chr20	4686478	4686479	180
chr20	4686479	4686480	192
chr20	4686480	4686481	204
chr20	4686481	4686482	215
chr20	4686482	4686483	216
chr20	4686483	4686484	217
chr20	4686484	4686485	218
chr20	4686485	4686486	220
chr20	4686486	4686488	223
chr20	4686488	4686489	229
chr20	4686489	4686490	228
chr20	4686490	4686491	241
chr20	4686491	4686493	243
chr20	4686493	4686496	244
chr20	4686496	4686497	245
chr20	4686497	4686498	248
chr20	4686498	4686499	254
chr20	4686499	4686500	256
chr20	4686500	4686501	258
chr20	4686501	4686502	261
chr20	4686502	4686503	262
chr20	4686503	4686504	274
chr20	4686504	4686505	282
chr20	4686505	4686506	284
chr20	4686506	4686508	285
chr20	4686508	4686511	178
chr20	4686511	4686512	180
chr20	4686512	4686689	0
chr20	4686689	4686735	1
chr20	4686735	4686736	3
chr20	4686736	4687604	0
chr20	4687604	4687663	1
chr20	4687663	4687680	2
chr20	4687680	4687739	1
chr20	4687739	4688400	0
chr20	4688400	4688476	1
chr20	4688476	4688645	0
chr20	4688645	4688721	1
chr20	4688721	4688865	0
chr20	4688865	4688941	1
chr20	4688941	4692946	0
chr20	4692946	4693021	2
chr20	4693021	4693022	1
chr20	4693022	4693097	0
chr20	4693097	4693173	2
chr20	4693173	4695280	0
chr20	4695280	4695307	1
chr20	4695307	4695345	2
chr20	4695345	4695356	3
chr20	4695356	4695382	2
chr20	4695382	4695413	1
chr20	4695413	4695421	2
chr20	4695421	4695439	1
chr20	4695439	4695454	2
chr20	4695454	4695489	3
chr20	4695489	4695512	2
chr20	4695512	4695514	1
chr20	4695514	4695869	0
chr20	4695869	4695943	1
chr20	4695943	4695947	0
chr20	4695947	4696018	1
chr20	4696018	4696023	2
chr20	4696023	4696089	1
chr20	4696089	4696094	2
chr20	4696094	4696165	1
chr20	4696165	4696180	0
chr20	4696180	4696186	1
chr20	4696186	4696256	2
chr20	4696256	4696261	1
chr20	4696261	4696564	0
chr20	4696564	4696640	1
chr20	4696640	4696649	0
chr20	4696649	4696679	1
chr20	4696679	4696722	2
chr20	4696722	4696755	1
chr20	4696755	4696761	0
chr20	4696761	4696770	1
chr20	4696770	4696795	2
chr20	4696795	4696830	3
chr20	4696830	4696834	4
chr20	4696834	4696836	5
chr20	4696836	4696846	4
chr20	4696846	4696863	3
chr20	4696863	4696871	4
chr20	4696871	4696906	3
chr20	4696906	4696910	2
chr20	4696910	4696939	1
chr20	4696939	4696955	0
chr20	4696955	4696986	1
chr20	4696986	4696991	2
chr20	4696991	4697031	3
chr20	4697031	4697062	2
chr20	4697062	4697067	1
chr20	4697067	4697336	0
chr20	4697336	4697405	1
chr20	4697405	4697412	2
chr20	4697412	4697450	1
chr20	4697450	4697481	2
chr20	4697481	4697526	1
chr20	4697526	4697537	0
chr20	4697537	4697613	1
chr20	4697613	4697790	0
chr20	4697790	4697866	1
chr20	4697866	4697914	0
chr20	4697914	4697932	1
chr20	4697932	4697933	2
chr20	4697933	4697970	3
chr20	4697970	4697985	4
chr20	4697985	4697990	5
chr20	4697990	4698008	4
chr20	4698008	4698009	3
chr20	4698009	4698031	2
chr20	4698031	4698041	4
chr20	4698041	4698046	5
chr20	4698046	4698050	4
chr20	4698050	4698059	5
chr20	4698059	4698067	6
chr20	4698067	4698068	7
chr20	4698068	4698107	8
chr20	4698107	4698108	6
chr20	4698108	4698109	7
chr20	4698109	4698117	8
chr20	4698117	4698126	7
chr20	4698126	4698135	6
chr20	4698135	4698143	4
chr20	4698143	4698144	3
chr20	4698144	4698184	2
chr20	4698184	4698185	1
chr20	4698185	4698196	0
chr20	4698196	4698209	2
chr20	4698209	4698220	3
chr20	4698220	4698250	4
chr20	4698250	4698251	6
chr20	4698251	4698272	7
chr20	4698272	4698285	5
chr20	4698285	4698296	4
chr20	4698296	4698326	3
chr20	4698326	4698327	1
chr20	4698327	4698468	0
chr20	4698468	4698498	2
chr20	4698498	4698519	3
chr20	4698519	4698544	4
chr20	4698544	4698574	2
chr20	4698574	4698595	1
chr20	4698595	4698599	0
chr20	4698599	4698642	1
chr20	4698642	4698670	2
chr20	4698670	4698675	3
chr20	4698675	4698683	2
chr20	4698683	4698718	3
chr20	4698718	4698721	2
chr20	4698721	4698746	3
chr20	4698746	4698759	2
chr20	4698759	4698795	1
chr20	4698795	4698797	2
chr20	4698797	4698822	1
chr20	4698822	4698824	2
chr20	4698824	4698870	3
chr20	4698870	4698872	2
chr20	4698872	4698885	3
chr20	4698885	4698896	4
chr20	4698896	4698898	3
chr20	4698898	4698900	2
chr20	4698900	4698948	1
chr20	4698948	4699023	0
chr20	4699023	4699063	1
chr20	4699063	4699065	2
chr20	4699065	4699078	3
chr20	4699078	4699084	5
chr20	4699084	4699099	7
chr20	4699099	4699139	6
chr20	4699139	4699141	5
chr20	4699141	4699147	4
chr20	4699147	4699149	5
chr20	4699149	4699154	7
chr20	4699154	4699160	5
chr20	4699160	4699164	3
chr20	4699164	4699167	4
chr20	4699167	4699208	5
chr20	4699208	4699210	8
chr20	4699210	4699212	291
chr20	4699212	4699214	289
chr20	4699214	4699215	288
chr20	4699215	4699216	293
chr20	4699216	4699217	296
chr20	4699217	4699218	299
chr20	4699218	4699219	300
chr20	4699219	4699221	303
chr20	4699221	4699222	308
chr20	4699222	4699223	318
chr20	4699223	4699224	313
chr20	4699224	4699225	316
chr20	4699225	4699227	313
chr20	4699227	4699229	308
chr20	4699229	4699230	314
chr20	4699230	4699231	318
chr20	4699231	4699232	321
chr20	4699232	4699233	340
chr20	4699233	4699234	338
chr20	4699234	4699235	343
chr20	4699235	4699236	342
chr20	4699236	4699237	352
chr20	4699237	4699238	356
chr20	4699238	4699239	355
chr20	4699239	4699240	354
chr20	4699240	4699241	359
chr20	4699241	4699243	353
chr20	4699243	4699244	346
chr20	4699244	4699245	347
chr20	4699245	4699246	335
chr20	4699246	4699247	336
chr20	4699247	4699248	342
chr20	4699248	4699249	335
chr20	4699249	4699250	317
chr20	4699250	4699252	311
chr20	4699252	4699253	302
chr20	4699253	4699254	294
chr20	4699254	4699255	286
chr20	4699255	4699256	279
chr20	4699256	4699257	270
chr20	4699257	4699258	268
chr20	4699258	4699259	265
chr20	4699259	4699260	261
chr20	4699260	4699261	262
chr20	4699261	4699262	272
chr20	4699262	4699263	268
chr20	4699263	4699264	278
chr20	4699264	4699265	276
chr20	4699265	4699267	275
chr20	4699267	4699268	277
chr20	4699268	4699269	273
chr20	4699269	4699270	274
chr20	4699270	4699272	277
chr20	4699272	4699273	275
chr20	4699273	4699275	280
chr20	4699275	4699277	282
chr20	4699277	4699278	275
chr20	4699278	4699279	271
