track type=wiggle_0 name="Brain Spinal cord cerv" description="Brain Spinal cord cervical c-1"
#bedGraph section chr20:4191281-4699314
chr20	4683823	4686353	0
chr20	4686353	4686381	1
chr20	4686381	4686387	2
chr20	4686387	4686391	3
chr20	4686391	4686406	4
chr20	4686406	4686413	5
chr20	4686413	4686426	6
chr20	4686426	4686429	9
chr20	4686429	4686434	8
chr20	4686434	4686436	9
chr20	4686436	4686438	11
chr20	4686438	4686439	12
chr20	4686439	4686441	13
chr20	4686441	4686442	14
chr20	4686442	4686444	16
chr20	4686444	4686446	17
chr20	4686446	4686448	18
chr20	4686448	4686449	19
chr20	4686449	4686451	27
chr20	4686451	4686452	29
chr20	4686452	4686455	31
chr20	4686455	4686456	33
chr20	4686456	4686459	32
chr20	4686459	4686461	36
chr20	4686461	4686463	37
chr20	4686463	4686464	46
chr20	4686464	4686465	48
chr20	4686465	4686466	52
chr20	4686466	4686467	51
chr20	4686467	4686468	55
chr20	4686468	4686469	56
chr20	4686469	4686470	61
chr20	4686470	4686471	71
chr20	4686471	4686472	110
chr20	4686472	4686473	112
chr20	4686473	4686474	119
chr20	4686474	4686475	126
chr20	4686475	4686476	127
chr20	4686476	4686477	133
chr20	4686477	4686478	137
chr20	4686478	4686479	155
chr20	4686479	4686480	168
chr20	4686480	4686481	172
chr20	4686481	4686484	181
chr20	4686484	4686485	182
chr20	4686485	4686488	186
chr20	4686488	4686490	196
chr20	4686490	4686491	200
chr20	4686491	4686493	202
chr20	4686493	4686496	206
chr20	4686496	4686497	208
chr20	4686497	4686498	213
chr20	4686498	4686500	217
chr20	4686500	4686501	218
chr20	4686501	4686502	219
chr20	4686502	4686503	217
chr20	4686503	4686504	226
chr20	4686504	4686505	229
chr20	4686505	4686506	230
chr20	4686506	4686507	231
chr20	4686507	4686508	234
chr20	4686508	4686509	121
chr20	4686509	4686511	122
chr20	4686511	4686512	126
chr20	4686512	4686665	0
chr20	4686665	4686673	1
chr20	4686673	4686674	2
chr20	4686674	4686718	3
chr20	4686718	4686734	6
chr20	4686734	4686735	8
chr20	4686735	4686736	13
chr20	4686736	4687223	0
chr20	4687223	4687231	1
chr20	4687231	4687517	0
chr20	4687517	4687593	1
chr20	4687593	4687726	0
chr20	4687726	4687766	1
chr20	4687766	4687802	2
chr20	4687802	4687842	1
chr20	4687842	4687882	0
chr20	4687882	4687909	1
chr20	4687909	4687958	2
chr20	4687958	4687985	1
chr20	4687985	4688024	0
chr20	4688024	4688100	1
chr20	4688100	4688402	0
chr20	4688402	4688448	1
chr20	4688448	4688478	2
chr20	4688478	4688524	1
chr20	4688524	4689008	0
chr20	4689008	4689084	1
chr20	4689084	4689149	0
chr20	4689149	4689224	1
chr20	4689224	4689225	2
chr20	4689225	4689300	1
chr20	4689300	4689337	0
chr20	4689337	4689362	1
chr20	4689362	4689377	2
chr20	4689377	4689398	3
chr20	4689398	4689413	4
chr20	4689413	4689438	3
chr20	4689438	4689453	2
chr20	4689453	4689466	1
chr20	4689466	4689474	3
chr20	4689474	4689493	2
chr20	4689493	4689497	3
chr20	4689497	4689514	4
chr20	4689514	4689542	5
chr20	4689542	4689567	3
chr20	4689567	4689568	4
chr20	4689568	4689570	3
chr20	4689570	4689590	2
chr20	4689590	4689633	1
chr20	4689633	4689643	2
chr20	4689643	4689709	1
chr20	4689709	4689737	0
chr20	4689737	4689743	1
chr20	4689743	4689748	2
chr20	4689748	4689763	4
chr20	4689763	4689810	5
chr20	4689810	4689813	6
chr20	4689813	4689819	5
chr20	4689819	4689823	4
chr20	4689823	4689838	2
chr20	4689838	4689886	1
chr20	4689886	4689893	0
chr20	4689893	4689926	2
chr20	4689926	4689968	3
chr20	4689968	4689969	2
chr20	4689969	4690002	1
chr20	4690002	4690046	0
chr20	4690046	4690077	1
chr20	4690077	4690122	2
chr20	4690122	4690153	1
chr20	4690153	4690160	0
chr20	4690160	4690236	2
chr20	4690236	4690292	0
chr20	4690292	4690361	1
chr20	4690361	4690368	2
chr20	4690368	4690437	1
chr20	4690437	4690528	0
chr20	4690528	4690603	1
chr20	4690603	4690773	0
chr20	4690773	4690830	1
chr20	4690830	4690849	2
chr20	4690849	4690906	1
chr20	4690906	4691004	0
chr20	4691004	4691017	1
chr20	4691017	4691027	2
chr20	4691027	4691041	3
chr20	4691041	4691080	4
chr20	4691080	4691086	3
chr20	4691086	4691093	4
chr20	4691093	4691103	3
chr20	4691103	4691117	2
chr20	4691117	4691124	1
chr20	4691124	4691161	2
chr20	4691161	4691181	1
chr20	4691181	4691200	2
chr20	4691200	4691257	1
chr20	4691257	4691295	0
chr20	4691295	4691336	1
chr20	4691336	4691351	2
chr20	4691351	4691371	3
chr20	4691371	4691410	2
chr20	4691410	4691413	1
chr20	4691413	4691427	2
chr20	4691427	4691451	1
chr20	4691451	4691478	2
chr20	4691478	4691489	3
chr20	4691489	4691527	2
chr20	4691527	4691530	1
chr20	4691530	4691553	2
chr20	4691553	4691554	3
chr20	4691554	4691606	2
chr20	4691606	4691628	1
chr20	4691628	4691636	0
chr20	4691636	4691683	1
chr20	4691683	4691700	2
chr20	4691700	4691712	3
chr20	4691712	4691750	2
chr20	4691750	4691759	3
chr20	4691759	4691760	2
chr20	4691760	4691776	3
chr20	4691776	4691826	2
chr20	4691826	4691836	1
chr20	4691836	4691845	0
chr20	4691845	4691919	2
chr20	4691919	4691921	3
chr20	4691921	4691949	1
chr20	4691949	4691967	2
chr20	4691967	4691995	3
chr20	4691995	4692025	2
chr20	4692025	4692043	1
chr20	4692043	4692047	0
chr20	4692047	4692054	1
chr20	4692054	4692098	2
chr20	4692098	4692105	3
chr20	4692105	4692123	5
chr20	4692123	4692130	4
chr20	4692130	4692140	3
chr20	4692140	4692174	4
chr20	4692174	4692181	3
chr20	4692181	4692216	1
chr20	4692216	4692307	0
chr20	4692307	4692344	1
chr20	4692344	4692383	2
chr20	4692383	4692393	1
chr20	4692393	4692420	2
chr20	4692420	4692468	1
chr20	4692468	4692489	0
chr20	4692489	4692565	1
chr20	4692565	4692680	0
chr20	4692680	4692756	1
chr20	4692756	4693144	0
chr20	4693144	4693178	1
